term,value,context,context value,level
@topic,Months,,,
@author,Kazbek Biasti,,,
april,abril,,,simple
august,agosto,,,simple
december,diciembre,,,simple
february,febrero,,,simple
january,enero,,,simple
july,julio,,,simple
june,junio,,,simple
march,marzo,,,simple
may,mayo,,,simple
november,noviembre,,,simple
october,octubre,,,simple
september,septiembre,,,simple
