term,value,context,context value,level
@topic,Эмоции,,,
@author,Kazbek Biasti,,,
anger,гнев,,,simple
contempt,презрение,,,simple
disgust,отвращение,,,simple
fear,страх,,,simple
guilt,вина,,,simple
hostility,враждебность,,,simple
interest,интерес,,,simple
joy,радость,,,simple
sadness,грусть,,,simple
shame,стыд,,,simple
shyness,застенчивость,,,simple
surprise,сюрприз,,,normal
