term,value,context,context value,level
@topic,Месяцы,,,
@author,Kazbek Byasov,,,
january,январь,,,simple
february,февраль,,,simple
march,март,,,simple
april,апрель,,,simple
may,май,,,simple
june,июнь,,,simple
july,июль,,,simple
august,август,,,simple
september,сентябрь,,,simple
october,октябрь,,,simple
november,ноябрь,,,simple
december,декабрь,,,simple
